1학기 개강일이 언제야?	1학기 개강일은 3월 4일 화요일이야.	8.txt
공학컴퓨터프로그래밍 수강은 어느 학과 학생들이 할 수 있어?	공학컴퓨터프로그래밍 수강은 전자전기공학부, 반도체시스템공학과, 컴퓨터공학과, 소프트웨어학과, 화학공학과, 기계공학부, 신소재공학부, 글로벌융합공학부, 에너지공학과, 산업인공지능전공 학생들이 할 수 있습니다.	43.txt
AI기초와활용은 몇 학점이야?	AI기초와활용은 2학점입니다.	43.txt
데이터분석기초는 필수 과목이야?	데이터분석기초는 필수 과목입니다.	43.txt
전공교양 과목은 어떤 식으로 수업이 진행돼?	전공교양 과목은 전공에 대한 이해를 목적으로 하는 과목으로, 문제해결형과 주제 중심 교육을 지향합니다.	44.txt
전공심화 과목은 뭘 더 배우는 거야?	전공심화 과목은 깊이 있는 전공 교육을 제공하며, 학사과정과 대학원 과정 간의 연계 강화를 위한 심화 과목을 위주로 구성됩니다.	44.txt
현장실습 과목은 어떻게 이수해?	현장실습 과목은 단일전공 이수 시 전공 또는 심화과목의 이수학점으로 인정됩니다.	44.txt
석사공통과목 수강하면 학점 인정돼?	학사과정생은 석사공통과목을 자유롭게 수강할 수 있으며, 수강 시 전공과목 학점으로 인정받을 수 있습니다.	44.txt
박사과정 과목은 들을 수 없어?	네, 학사과정생은 박사과정 과목을 수강할 수 없습니다.	44.txt
전공 필수 과목은 어디에서 확인할 수 있어?	전공 필수 과목은 전자시간표, 수강신청 시스템, 졸업자격진단을 통해 확인할 수 있습니다.	45.txt
융합트랙은 어떻게 신청하니?	융합트랙은 학과 홈페이지 공지사항을 참고하여 신청할 수 있습니다.	45.txt
2013학년도 입학생인데, 전공 이수 기준이 어떻게 돼?	2013학년도 입학생은 입학 당시의 분야에 받은 전공필수, 전공일반, 실험실습을 포함한 이수구분별 최소 학점을 충족해야 합니다.	45.txt
전공일반 학점은 얼마나 필요해?	전공일반 학점은 학과별로 다르며, 학과 홈페이지 공지사항에서 확인할 수 있습니다.	45.txt
교양 과목은 어떤 걸 들어야 해?	교양 과목은 기존 교양 미래(SW/AI)영역 또는 창의자유선택영역, 창의융합기초 등 기존 영역을 이수해야 합니다.	45.txt
전공 학점은 몇 점을 이수해야 해?	전공 학점은 학과에 따라 다르지만, 대부분의 학과에서 전공기초, 전공필수, 전공선택을 합쳐 총 54학점을 이수해야 합니다.	46.txt	
인문대학의 전공기초 학점 기준이 어떻게 돼?	인문대학의 각 학과는 전공기초 학점으로 36학점을 이수해야 합니다.	46.txt	
사범대학은 총 몇 학점을 이수해야 해?	사범대학의 각 과는 총 140학점을 이수해야 합니다.	46.txt	
복수전공 가능한 학과는 어디야?	복수전공이 불가능한 학과로는 정치외교학과, 행정학과, 경영학부, 경제학부, 반도체시스템공학과, 소프트웨어학부, 인공지능학과, 지능형소프트웨어학과가 있습니다.	46.txt	
연기예술학과는 2024학번과 2025학번 이후 기준이 달라?	연기예술학과의 경우 2024학번과 2025학번 이후의 기준이 다를 수 있으며, 특정 기준은 문서에 명시되지 않았습니다.	46.txt
건축학부 전공 졸업 학점이 몇 점 필요해?	건축학부 전공 졸업 학점은 130점입니다.	47.txt
자가설계학점은 뭘 의미해?	자가설계학점은 학생이 스스로 설계하여 이수해야 하는 학점으로, 건축학부와 약학과에서는 12학점 이상 필수입니다.	47.txt
기계공학부에서 수료하려면 최소 몇 학점이 필요해?	기계공학부에서 수료하려면 최소 42학점이 필요합니다.	47.txt
전기공학전공의 최소 이수학점은 어떻게 돼?	전기공학전공의 최소 이수학점은 42학점입니다.	47.txt
컴퓨터공학전공 졸업하려면 몇 학점을 이수해야 해?	컴퓨터공학전공 졸업하려면 130학점을 이수해야 합니다.	47.txt
약학과 전공학점 이수 기준이 어떻게 돼?	약학과의 전공 이수학점은 42학점(무전공/전공심화트랙 이수자 기준) 또는 30학점(복수전공 기준)입니다.	48.txt	
문과대학 졸업학점은 얼마야?	문과대학의 졸업학점은 120학점입니다.	48.txt	
미디어커뮤니케이션학과는 타 학과 복수전공이 안 돼?	네, 미디어커뮤니케이션학과는 타 학과 복수전공이 불가합니다.	48.txt	
경영학과 전공기초 학점이 어떻게 돼?	경영학과의 전공기초 학점은 6학점(무전공/전공심화트랙 이수자 기준) 또는 3학점(복수전공 기준)입니다.	48.txt	
사범대학 전공필수 학점 기준이 어떻게 돼?	사범대학의 전공필수 학점 기준은 15학점(무전공/전공심화트랙 이수자 기준) 또는 6학점(복수전공 기준)입니다.	48.txt
약학대학 약학전공의 총 이수학점은 몇 학점이야?	약학대학 약학전공의 총 이수학점은 185학점입니다.	49.txt
생명공학대학에 바이오생명공학과는 전공 이수 학점이 어떻게 돼?	생명공학대학 바이오생명공학과의 전공 이수 학점은 112학점입니다.	49.txt
스포츠과학전공은 총 몇 학점을 이수해야 해?	스포츠과학전공은 총 181학점을 이수해야 합니다.	49.txt
의과대학 의학과 졸업하려면 몇 학점 필요해?	의과대학 의학과 졸업에는 총 181학점이 필요합니다.	49.txt
식품영양학과 전공은 최소 몇 학점을 이수해야 해?	식품영양학과 전공은 최소 64학점을 이수해야 합니다.	49.txt
철학과 전공 필수 학점은 몇 학점이야?	철학과의 전공 필수 학점은 24학점입니다.	50.txt	
글로벌문화콘텐츠학과 전공 선택 학점은 어떻게 돼?	글로벌문화콘텐츠학과의 전공 선택 학점은 12학점입니다.	50.txt	
전공 총 학점이 36학점인 학과는 어디야?	전공 총 학점이 36학점인 학과는 철학과, 글로벌문화콘텐츠학과, 미디어문예창작학과, 미디어커뮤니케이션학과, 경제학과, 경영학과, 사회복지학과, 행정학과, 국제학부 등이 있습니다.	50.txt	
미디어문예창작학과에서 전공 선택으로 몇 학점을 들어야 해?	미디어문예창작학과에서 전공 선택 학점으로 12학점을 들어야 합니다.	50.txt	
반도체시스템공학과 전공 필수 학점은 필요 없어?	반도체시스템공학과는 전공 필수 학점이 따로 필요 없습니다.	50.txt
어떤 학과가 전공기초가 없는 거야?	문과대학 학과들은 전공기초가 없으며 전공 이수학점은 전공필수와 전공선택 과목으로 채워야 합니다.	51.txt
전공기초가 없는 학과는 어떻게 전공 이수학점을 채워야 해?	전공기초가 없는 학과는 전공필수와 전공선택 과목을 통해 전공 이수학점을 채워야 합니다.	51.txt
문과대학 국어국문학과의 전공필수 학점 기준은 어떻게 돼?	문과대학 국어국문학과의 전공필수 학점 기준은 36점입니다.	51.txt
사회과학대학의 글로벌문화콘텐츠학과 전공소계 학점은 몇 점이야?	사회과학대학 글로벌문화콘텐츠학과의 전공소계 학점은 45점입니다.	51.txt
의약대학 제약학과의 총 이수 학점은 몇 점 필요해?	의약대학 제약학과의 총 이수 학점은 120점 필요합니다.	51.txt
전자공학부 졸업하려면 최소 몇 학점이 필요해?	전자공학부 졸업을 위해서는 최소 130학점이 필요합니다.	52.txt
컴퓨터공학과는 전공 이수 학점이 어떻게 돼?	컴퓨터공학과의 전공 이수 학점은 34학점입니다.	52.txt
소프트웨어학과는 졸업하려면 몇 학점이 필요해?	소프트웨어학과 졸업을 위해서는 최소 130학점이 필요합니다.	52.txt
건축학전공 졸업 학점이 몇이야?	건축학전공 졸업을 위해서는 최소 130학점이 필요합니다.	52.txt
데이터사이언스전공의 최소 이수학점은?	데이터사이언스전공의 최소 이수학점은 30학점입니다.	52.txt
나 제대 복학하려고 하는데 언제 신청해?	제대 복학 신청은 학기 시작 전 일정 기간 동안 가능합니다. 정확한 날짜는 학교 공지사항을 참고하세요.	53.txt	
수강신청 마감 기간이 언제까지야?	수강신청 마감 기간은 학기 시작 전 정해진 날짜까지입니다. 자세한 일정은 학교 웹사이트에서 확인하세요.	53.txt	
졸업하려면 몇 학점이 필요해?	졸업에 필요한 학점은 학과에 따라 다를 수 있으며, 일반적으로 120~140학점이 요구됩니다. 학과 사무실에 문의하세요.	53.txt	
장학금 신청은 어떻게 해?	장학금 신청은 학교 포털 사이트에서 온라인으로 진행할 수 있으며, 자세한 사항은 학생지원센터에 문의하세요.	53.txt	
신입생 오리엔테이션은 언제 해?	신입생 오리엔테이션은 보통 학기 시작 전 일주일 이내에 진행됩니다. 정확한 날짜는 학교 공지사항을 통해 확인하세요.	53.txt
글로벌문화학 전공은 필수 이수학점이 어떻게 돼?	글로벌문화학 전공의 총 이수 학점은 36학점입니다.	54.txt
융합과학부 전공 이수 기준 좀 알려줘.	융합과학부 전공의 경우 전공핵심 12학점, 전공일반 24학점, 실험실습 36학점이 필요합니다.	54.txt
국제통상학 전공하려면 몇 학점을 들어야 해?	국제통상학 전공의 총 이수 학점은 36학점입니다.	54.txt
문과대학의 전공 이수 기준이 어떻게 돼?	문과대학의 전공 이수 기준은 각 전공마다 다르며, 글로벌문화학, 문화콘텐츠학, 한국문화학 모두 각 36학점의 총 이수 학점이 필요합니다.	54.txt
복수전공 이수는 어떻게 하는 거야?	연계전공은 복수전공으로만 이수할 수 있습니다.	54.txt
전공 이수 학점은 어떻게 계산해야 해?	전공 이수 학점은 '단일전공/복수전공/부전공' 순으로 계산되며, 각 전공에 따라 특정 학점을 이수해야 합니다.	55.txt
복수전공을 하려면 어떤 기준을 충족해야 해?	복수전공을 하기 위해서는 해당 전공의 이수학점을 충족해야 하며, 학과별로 정해진 기준을 따라야 합니다.	55.txt
부전공 이수하려면 몇 학점을 들어야 해?	부전공 이수를 위해서는 각 학과에서 정한 부전공 이수학점을 완료해야 합니다.	55.txt
2012학번은 전공 학점 기준이 어떻게 돼?	2012학번의 경우 전공기반, 전공심화, 실험실습 등 전공 이수구분별 최소 이수기준은 없으며, 전공 총이수학점만 이수하면 됩니다.	55.txt
전공기반 과목은 최소 몇 학점 들어야 해?	2012학번 이전 입학생은 전공기반 과목의 최소 이수 학점 기준이 없습니다.	55.txt
소프트웨어학과 졸업 요건은 어떻게 돼?	소프트웨어학과의 졸업 요건은 총 130학점을 이수하는 것입니다.	56.txt	
반도체시스템공학과 전공 선택 학점은 몇 학점이야?	반도체시스템공학과의 전공 선택 학점은 명시되어 있지 않습니다.	56.txt	
화학공학부 졸업하려면 총 몇 학점 필요해?	화학공학부의 졸업 요건은 총 130학점을 이수하는 것입니다.	56.txt	
기계공학부 전공 이수 구분별 최소 이수학점 좀 알려줘.	기계공학부의 전공 이수 구분별 최소 이수학점은 명시되어 있지 않습니다.	56.txt	
약학과 졸업 학점은 총 몇 학점이야?	약학과의 졸업 요건은 총 219학점을 이수하는 것입니다.	56.txt
전공과목 이수 기준은 어디서 확인할 수 있어?	전공과목 이수 기준은 학과별로 상이하므로 학과에 문의해야 합니다.	57.txt	
의과대학 전공 이수학점은 몇 점이야?	의과대학 전공 이수학점은 173점입니다.	57.txt	
학과별 전공과목 로드맵은 어떻게 확인해?	학과별 전공과목 로드맵은 해당 학과에 문의하여 확인할 수 있습니다.	57.txt	
내 전공이 C/L 과목으로 인정되는지 어떻게 알아?	내 전공이 C/L 과목으로 인정되는지는 소속 학과의 전공과목 이수기준에 따라 학과에 문의하여 확인할 수 있습니다.	57.txt	
전공과목 이수 로드맵은 어디서 찾아볼 수 있어?	전공과목 이수 로드맵은 학과에서 제공하는 교육과정 및 교과목 이수 로드맵을 통해 확인할 수 있습니다.	57.txt
복수전공 학점 중복 인정은 몇 학점까지 가능해?	복수전공 학점 중복 인정은 최대 9학점까지 가능합니다.	58.txt	
대학 공통 교과목은 어떤 의미야?	대학 공통 교과목은 2개 이상의 학과가 설치된 대학에서 각 학과가 공통으로 전공인정하는 과목으로, 대학 내 각 학과의 교육과정에 편성됩니다.	58.txt	
교양 인정 전공 교과목은 뭐야?	교양 인정 전공 교과목은 전공과목이지만 타 학과 학생이 수강하여 학점을 취득할 경우 교양과 학점으로 인정해 주는 교과목입니다. 다만 전공과 교양 간 중복 인정은 불가합니다.	58.txt	
복수전공에서 최대 몇 학점까지 전공 학점으로 인정받을 수 있어?	복수전공에서 최대 9학점까지 전공 학점으로 인정받을 수 있습니다.	58.txt	
C/L과목은 어떤 경우에 중복 인정돼?	학부대학을 이수하는 학생은 공통으로 편성된 C/L과목을 이수하는 경우 6학점 이내에서 중복 인정할 수 있습니다.	58.txt
영미드라마론 과목의 학점은 몇 점이야?	영미드라마론 과목은 3학점입니다.	59.txt	
독일연극예술 강의는 몇 시간짜리야?	독일연극예술 강의는 주당 3시간입니다.	59.txt	
독일영화예술은 어떤 학과에서 주관해?	독일영화예술은 독어독문학과에서 주관합니다.	59.txt	
문헌정보학개론 수업을 듣고 싶은데 몇 학점이야?	문헌정보학개론 수업은 3학점입니다.	59.txt	
윤리학 과목은 어디 학과에서 열려?	윤리학 과목은 철학과에서 열립니다.	59.txt
자연계열 석사과정의 전공 학점은 몇 학점이 필요해?	자연계열 석사과정의 전공과목은 최소 18학점이 필요합니다.	60.txt	
공학계열 박사과정의 전체 학점은 몇 학점이야?	공학계열 박사과정의 전체 학점은 51학점입니다.	60.txt	
인문계열 석사과정에서 선택과목은 몇 학점까지 들을 수 있어?	인문계열 석사과정에서 선택과목은 최대 12학점까지 들을 수 있습니다.	60.txt	
경영전문대학원의 AI MBA 과정은 전공 학점이 몇 학점이야?	경영전문대학원의 AI MBA 과정은 전공 학점이 45학점입니다.	60.txt	
사회계열 박사과정의 전공 학점 최소 기준은 어떻게 돼?	사회계열 박사과정의 전공 학점 최소 기준은 30학점입니다.	60.txt
개별연구 과목은 누구한테 지도를 받아?	개별연구 과목은 지도교수로부터 지도를 받습니다.	61.txt	
선수학점 수강 안 하면 어떻게 돼?	선수학점을 이수하지 않으면 학위논문 심사 신청을 할 수 없으며, 졸업이 불가합니다.	61.txt	
논문작성법 수업은 언제 들어야 해?	논문작성법 수업은 학위논문을 작성하는 학생들이 전 학기에 이수해야 합니다.	61.txt	
2016학번 이후 학생들은 논문작성법 수업 들어야 해?	2016학년도 이후 입학생들은 논문작성법 수업을 반드시 이수해야 합니다.	61.txt	
논문작성법 과목 미이수 시 어떻게 돼?	논문작성법 과목을 이수하지 않으면 학위논문 심사 신청이 불가합니다.	61.txt
공학교육인증 프로그램은 어떤 과정이야?	공학교육인증은 글로벌 스탠다드에 입각한 공학교육 프로그램으로, 전공 분야별로 인증 받은 심화프로그램을 이수하는 과정입니다.	62.txt	
공학 인증받은 프로그램을 이수하면 뭐가 달라져?	인증을 받은 프로그램을 이수하면 학위명이 달라지며, 졸업생은 국내외에서 실질적으로 동일한 자격을 인정받을 수 있습니다.	62.txt	
공학교육인증을 받으면 어떤 혜택이 있어?	공학교육인증을 이수한 졸업생은 공학교육의 자질 및 능력을 갖추게 되며, 글로벌 스탠다드에 부합하는 공학교육을 이수함으로써 세계 어디서든 전문 엔지니어로서의 자격을 인정받을 수 있습니다.	62.txt	
Washington Accord가 뭔지 설명해줄 수 있어?	Washington Accord는 학사과정 공학교육의 실질적 동등성을 상호 인정하는 국제 협약체입니다.	62.txt	
우리나라가 Washington Accord에 언제 가입했어?	우리나라는 2007년에 Washington Accord의 정회원으로 가입하였습니다.	62.txt
심화프로그램이 뭔지 설명해 줄 수 있어?	심화프로그램은 인증을 받은 프로그램을 의미하며, 우리 대학에서는 심화 프로그램 인증기준과 학교 졸업기준을 일치시켜, 졸업기준을 이수하면 심화프로그램을 이수할 수 있습니다.	63.txt
우리 학교에 심화프로그램 운영하는 학과가 몇 개나 돼?	우리 학교에서는 총 7개의 학과가 심화프로그램을 운영하고 있습니다.	63.txt
심화프로그램에 소속되려면 어떻게 해야 해?	2005년도 이후 공학교육인증 프로그램을 운영하는 학과에 입학한 신입생은 전원 심화프로그램에 소속되며, 전입생, 교환학생, 복수전공자는 인증 이수신청서를 제출한 후 소속됩니다.	63.txt
2005년 이후 입학한 학생들은 무조건 심화프로그램에 들어가야 해?	네, 2005년도 이후 공학교육인증 프로그램을 운영하는 학과에 입학한 신입생은 전원 심화프로그램에 소속됩니다.	63.txt
전입생도 심화프로그램 신청 가능해?	네, 전입생은 인증 이수신청서를 제출한 후 심화프로그램에 소속될 수 있습니다.	63.txt
공학교육인증 심화프로그램 이수자는 어떤 혜택이 있어?	공학교육인증 심화프로그램을 이수한 학생은 학위증서, 졸업증서, 성적증명서에 심화프로그램 이수자로 표기됩니다.	64.txt	
공학교육인증 받은 학위는 어디에 표시돼?	공학교육인증을 받은 학위는 학위증서, 졸업증서, 성적증명서에 표시됩니다. 64.txt	
전자전기공학심화프로그램 이수하면 학위명이 어떻게 나와?	전자전기공학심화프로그램을 이수하면 "BS in Electronic and Electrical Engineering" 학위명이 부여됩니다.	64.txt	
컴퓨터공학과에서 공학교육인증 받으려면 어떻게 해야 해?	컴퓨터공학과에서 공학교육인증을 받으려면 컴퓨터공학심화프로그램을 이수해야 합니다.	64.txt	
신소재공학심화프로그램 졸업하면 성적증명서에 뭐라고 표시돼?	신소재공학심화프로그램 졸업 시 성적증명서에 심화프로그램 이수자로 표기됩니다.	64.txt
공학교육인증 심화프로그램 졸업요건학점은 어떻게 이수해야 해?	공학교육인증 심화프로그램 졸업요건학점은 전문교양, 수학, 기초과학 및 전산학(MSC), 공학주제, 설계학점으로 구성되어 있으며, 각 영역의 최소 이수학점을 충족해야 합니다.	65.txt
전문교양 학점은 어떻게 취득해야 해?	전문교양 학점은 교양영역의 학교 졸업기준에 따라 취득하여야 합니다.	65.txt
수학, 기초과학 및 전산학 학점은 총 몇 학점을 취득해야 해?	수학, 기초과학 및 전산학(MSC) 학점은 총 21학점 이상을 취득해야 합니다.	65.txt
공학주제 학점은 몇 학점 이상 취득해야 해?	공학주제 학점은 전공필수 교과목을 포함하여 총 45학점 이상을 취득해야 합니다.	65.txt
설계학점은 몇 학점 이상 필요해?	설계학점은 기술사회 인증을 위해 9학점 이상을 취득해야 합니다.	65.txt
총 몇 학점을 이수해야 하나?	총 이수 MSC 기준학점은 21학점 이상입니다.	66.txt	
공학교육인증 이수 기준이 어떻게 돼?	공학교육인증 모든 전공학생은 소속 또는 타학과 공학교육인증을 이수해야 하며, 자연과학기반영역에서 수학 및 기초과학영역 18학점 이상을 이수해야 합니다.	66.txt	
소프트웨어 융합대학에서 필수로 들어야 하는 과목은 뭐야?	소프트웨어 융합대학에서 필수로 들어야 하는 과목은 (고급)미분적분학1, (고급)미분적분학2, 미분적분학1, 미분적분학2, 공학수학1, 공학수학2, 이산수학, 확률및통계, (고급)일반물리학1, (고급)일반물리학2, 일반물리학1, 일반물리학2, 일반물리학실험1, 일반물리학실험2, (고급)일반화학1, (고급)일반화학2, 일반화학1, 일반화학2, 일반화학실험1, 일반화학실험2입니다.	66.txt	
고급 미분적분학1은 어떤 학과에서 필수야?	고급 미분적분학1은 소프트웨어 융합대학에서 필수입니다.	66.txt	
일반물리학1을 수강할 때 따로 수강해야 하는 실험 과목이 있어?	일반물리학1을 수강할 때는 일반물리학실험1을 필수로 수강해야 합니다.	66.txt
창의적공학디자인 과목은 1학년 때 꼭 들어야 하나?	네, 창의적공학디자인 과목은 1학년 때 반드시 수강해야 합니다. 외국인 입학자도 동일하게 적용됩니다.	67.txt
전자전기공학부의 전공코어 과목은 뭐가 있어?	전자전기공학부의 전공코어 과목은 물리전자, 신호및시스템, 전자기학1, 전기자기학2, 확률및랜덤변수, 전자회로1, 전자회로2, 컴퓨터구조, 종합설계프로젝트, 자율주행융합스튜디오가 있습니다.	67.txt
컴퓨터공학과의 종합설계프로젝트는 어떻게 진행돼?	컴퓨터공학과의 종합설계프로젝트는 전공코어 과목으로 진행되며, 학부(과) 홈페이지 및 포털게시판에서 세부 사항을 확인할 수 있습니다.	67.txt
자율주행융합스튜디오 수강은 필수야?	전자전기공학부의 경우, 종합설계프로젝트, 자율주행융합스튜디오, 스마트자동차실습 중 총 1개 교과목은 반드시 수강하여야 합니다.	67.txt
스마트자동차실습은 몇 학점이야?	스마트자동차실습은 1학점입니다.	67.txt
창의적공학설계(디자인) 과목은 필수 수강인가요?	창의적공학설계(디자인) 과목은 1학년 및 1학기 필수 수강 과목입니다. 단, 외국인 학생은 제외됩니다.	68.txt
화학공학심화 프로그램의 필수 과목은 뭐야?	화학공학심화 프로그램의 필수 과목에는 창의적공학설계(디자인), 창의공학입문, 화공열역학, 화공유체역학, 화공열전달, 화공반응공학, 공정제어설계, 반응공학설계, 화공분리공정, 화공종합설계 등이 있습니다.	68.txt
화공열역학 수업은 몇 학점이야?	화공열역학 수업은 3학점입니다.	68.txt
신소재공학심화 프로그램에서 신소재종합설계1은 몇 학점이에요?	신소재공학심화 프로그램에서 신소재종합설계1은 3학점입니다.	68.txt
입학년도별 필수 과목은 어디서 확인할 수 있어?	입학년도별 필수 과목은 학과(부) 홈페이지 및 포털게시판에서 확인할 수 있습니다.	68.txt
기계공학심화 프로그램의 창의적공학설계/디자인은 언제 들어야 해?	창의적공학설계/디자인은 1학년 때 반드시 수강해야 합니다.	69.txt
스마트카융합설계를 들으려면 어떤 과목들을 미리 수강해야 해?	스마트카융합설계를 수강하기 전 열역학, 동역학, 유체역학, 고체역학을 필수로 이수해야 합니다.	69.txt
기계공학실험1은 몇 학점이야?	기계공학실험1은 3학점입니다.	69.txt
건축공학심화 프로그램에서 실험실습 과목은 뭐가 있어?	건축공학심화 프로그램에서 실험실습 과목은 건축설계실습1, 졸업설계, 건축설계실습2, 건축설계실습3이 있습니다.	69.txt
건축설계실습1을 듣기 전에 필수로 들어야 하는 과목은 뭐야?	건축설계실습1을 듣기 전에 건축설계1, 건축공학실험1, 건축공학실험2를 필수로 이수해야 합니다.	69.txt
창의적공학디자인은 언제 수강해야 해?	창의적공학디자인은 1학년 1학기 또는 2학기 중 수강해야 합니다.	70.txt
토목공학심화프로그램의 전공필수 과목은 뭐야?	토목공학심화프로그램의 전공필수 과목은 재료역학, 기초유체역학, 토목역학, 구조역학입니다.	70.txt
건설환경공학부에서 전공선택 과목은 어떤 게 있어?	건설환경공학부의 전공선택 과목은 물류운송계획(하수), 환경데이터분석, 건설관리, 건설공학실습, 스마트건설기술, 건설공학특론, 사회기반시설설계입니다.	70.txt
시스템경영공학과의 전공필수 과목 좀 알려줘.	시스템경영공학과의 전공필수 과목은 경영과학(OR)1, 기술관리, 응용통계학1, 인간공학및실습, 생산관리입니다.	70.txt
입학년도에 따라 필수교과목이 달라진다던데, 어디서 확인해?	입학년도에 따라 필수교과목은 학과(과) 홈페이지 및 포털게시판에서 확인할 수 있습니다.	70.txt
수강신청 전용 사이트 주소가 뭐야?	수강신청은 수강신청 전용사이트(http://sugang.skku.edu)에서 해야 합니다.	71.txt	
수강신청할 때 어떤 기준으로 해야 해?	수강신청 기준은 교과목이 아니라 강좌입니다.	71.txt	
동일 과목의 다른 분반 수업 들어도 돼?	동일 교과목의 여러 개의 강좌(분반)가 개설되어 있을 경우 특정 분반을 선택하여 수강신청해야 하며, 수강신청한 분반과 다른 분반에서 수업이 진행될 경우 교과목과 교육내용이 동일하더라도 수강한 성적으로 인정받을 수 없습니다.	71.txt	
교수님 수업 듣고 싶은데 그분 자녀는 못 듣는다고?	수업을 담당하는 교강사일 경우 자녀가 부모의 수업을 수강하지 않는 것을 원칙으로 합니다.	71.txt	
부모님이 교수님이면 그 수업 못 듣는 거야?	자녀가 부모의 수업을 수강하지 않는 것이 원칙이며, 부득이한 경우 제3의 교강사가 성적평가를 진행합니다.	71.txt
편입생은 최대 몇 학점까지 수강할 수 있어?	최대 18학점까지 수강 가능합니다.	72.txt
자연과학계열 편입생은 예외로 몇 학점을 들을 수 있는 거야?	학사과정편입생이 전입하기 전까지 인정받아 이수한 해당 계열 수강가능학점이 적용됩니다.	72.txt
성적우수자는 추가로 몇 학점 더 들을 수 있지?	다음 학기에 3학점을 추가 수강할 수 있습니다.	72.txt
추가 수강 학점 신청은 언제 해야 해?	매학기 학기말 수강신청 변경기간에 증거(3학점) 확인 후 수강신청을 완료해야 합니다.	72.txt
F등급 없이 15학점 이상 들으면 다음 학기에 몇 학점 더 들을 수 있어?	다음 학기에 3학점을 추가 수강할 수 있습니다.	72.txt
대학원 과정의 학기당 수강신청 가능 학점은 어떻게 되나요?	일반대학원 석사과정과 박사과정은 학기당 9학점, 전문대학원 전문석사과정은 18학점, 특수대학원 석사과정은 6학점입니다.	73.txt
석사과정과 박사과정의 수강신청 가능 학점이 같은가요?	네, 일반대학원 석사과정과 박사과정은 모두 학기당 9학점까지 수강신청 가능합니다.	73.txt
전문석사과정의 학기당 수강 가능한 학점은 몇 점인가요?	전문대학원의 전문석사과정은 학기당 18학점까지 수강 가능합니다.	73.txt
박사과정에서 추가 수강 학점은 어떻게 되나요?	일반대학원 박사과정에서는 수업연한 4개 학기 중 학기 이외의 2개 학기에 한해 3학점을 추가로 수강할 수 있습니다.	73.txt
석사과정에서 학기당 수강신청 가능한 학점은 몇 학점이에요?	일반대학원 석사과정은 학기당 9학점까지 수강신청이 가능합니다.	73.txt
이월학점 최대 몇 학점까지 가능해?	유휴학점은 2학점까지 이월 가능합니다.	74.txt	
유휴학점 이월은 어떤 학기에 가능해?	유휴학점 이월은 이월학점 발생 학기 직후 학기까지 사용 가능하며, 3개 학기 동안 사용할 수 있습니다. 계절수업으로는 이월 불가합니다.	74.txt	
이월학점 쓰려면 성적이 어느 정도 돼야 해?	직전학기 성적평점평균이 2.5점 이상이어야 이월학점을 사용할 수 있습니다.	74.txt	
학사과정만 이월학점 제도 쓸 수 있어?	네, 이월학점 제도는 학사과정에만 해당됩니다.	74.txt	
이월학점은 계절학기에도 사용할 수 있어?	아니요, 이월학점은 계절학기에는 사용할 수 없습니다.	74.txt
수강철회는 어떻게 신청해?	GLS로 수강철회를 신청할 수 있습니다.	75.txt
이번 학기에 수강철회 가능한 과목 수가 어떻게 돼?	학사과정생은 2과목 이내, 대학원과정생은 1과목 이내에서 수강철회가 가능합니다.	75.txt
수강철회 기간은 언제야?	1학기는 3월 19일(수)부터 3월 21일(금)까지, 2학기는 9월 17일(수)부터 9월 19일(금)까지입니다.	75.txt
수강철회 신청은 어디서 해야 해?	GLS에서 수강철회 신청을 해야 합니다.	75.txt
수강철회하면 등록금 돌려받을 수 있어?	수강철회를 하더라도 등록금은 반환되지 않습니다.	75.txt
4학년부터 수강철회 과목이 성적증명서에 안 남는다고?	4학년부터는 수강철회 과목이 성적증명서에 "W"로 표기되지 않습니다.	76.txt
수강철회하면 등록금 환불 받을 수 있어?	수강철회는 개인적인 사유로 수강을 포기하는 것이므로, 등록금 환불은 불가능합니다.	76.txt
수강철회 과목도 평점평균 계산에 포함되나?	수강철회된 과목은 학년에 상관없이 평점평균 계산에서 제외됩니다.	76.txt
왜 수강철회하면 "W"로 표기돼?	수강철회한 과목은 성적표 및 성적증명서에 "W"로 표기되어 수강을 철회했음을 나타냅니다.	76.txt
대학원생도 수강철회 과목이 "W"로 표기돼?	대학원과정생의 경우, 수료(수료예정) 및 수여(수여예정) 대상자에게는 "W"가 표기되지 않습니다.	76.txt
재수강 가능한 과목은 어떤 건가요?	재학 중 수강한 과목 중 성적등급이 C+~F인 학사과정 및 학석사공통과목을 재수강할 수 있습니다.	77.txt	
재수강 신청은 언제 할 수 있어요?	수강신청 기간 중 개인별 해당 일자에 GLS상 학사일정을 확인하여 신청할 수 있습니다.	77.txt	
성적이 C+인 과목도 재수강할 수 있나요?	C+ 등급인 과목도 재수강할 수 있습니다.	77.txt	
재수강 과목은 학기당 몇 개까지 신청할 수 있나요?	학기당 2과목 이내에서 재수강을 신청할 수 있습니다.	77.txt	
재수강 신청 시 주의해야 할 점이 있나요?	재수강 학점도 학기당 수강가능학점에 포함되며, F등급을 받은 경우 기존 성적과 함께 표기됩니다. 재수강 성적은 B+를 초과할 수 없으며, 동일과목을 3회 이상 수강할 수 없습니다.	77.txt
C+ 이하 성적이면 재수강할 수 있는 건가?	재학 중 C+ 이하 등급으로 취득한 과목은 학기 및 횟수 제한 없이 재수강할 수 있습니다.	78.txt
